Beat_Index,Katz_FD,Higuchi_FD,Petrosian_FD
0,1.1005939997403167,0.8939244674856066,1.0023972186470438
1,1.1306502177519022,0.21935043696082096,1.0009603651241523
2,1.015962886513108,0.13908655864386524,1.0035972756079499
3,1.0287335829372166,1.0563382018928453,1.0040848212879685
4,1.0031512212558877,0.12959475719056304,1.0044820364230733
5,1.102780853232815,1.3938029967209962,1.0042750301461572
6,1.0269338679655042,0.10983733915435771,1.0039095082056624
7,1.136952977496606,0.9137861591495934,1.0037474610981054
8,1.2786118513254885,0.43646266446090726,1.0020409983938114
9,1.0130215447663953,0.13703141857812146,1.0042750301461572
10,1.2474864450711531,0.6435492285345594,1.0016598247424329
11,1.2231376057678587,0.34350666701796834,1.0011054866183589
12,1.2425714615898023,0.3692372884599895,1.0010578842755906
13,1.1948294323175346,0.27788724289176386,1.0010578842755906
14,1.0154410963114768,0.26946871715333004,1.0022665184600752
15,1.0637138907670023,0.7043766832370872,1.003206492376733
16,1.1793963682849182,0.3217575533462078,1.001089185710718
17,1.0143587100045823,0.1840262515568499,1.0018973663795727
18,1.038851019203912,0.6148803298288764,1.0037474610981054
19,1.1795338048335682,0.30580877399825673,1.0010578842755906
20,1.1844243129721013,0.28440501994689965,1.0010733239287746
21,1.016503437591231,0.14299605218753353,1.004955771741251
22,1.2920995745060875,0.5051120893409675,1.001732639889814
23,1.2030422017627507,0.3369808005348105,1.0010578842755906
24,1.1873417492717238,0.32309695926791265,1.001089185710718
25,1.1300901445719513,0.21878503571144226,1.004708071816482
26,1.2164115699892804,0.3626075386413304,1.0016955126136249
27,1.19982344897324,0.27272963502666325,1.001089185710718
28,1.0077691963041455,0.25005759592830223,1.0022059730348578
29,1.0575571136795845,0.7029703597664765,1.00309305297548
30,1.180140053260075,0.2524946546572812,1.0010733239287746
31,1.0028751126587088,0.22941011281009097,1.0019909565925647
32,1.0001337982722949,0.34825548438729914,1.0034577355466865
33,1.009139694171964,0.2279184026753567,1.002148333653725
34,1.0440939160484386,0.8228453000454137,1.00309305297548
35,1.1874217301451226,0.32186276008608866,1.0010733239287746
36,1.0016494197936063,0.3684067327055714,1.0022665184600752
37,1.0487525495873775,0.725281577199935,1.002986749611548
38,1.1867800286669392,0.3117017689877731,1.0010733239287746
39,1.0074317565667448,0.2635192185214038,1.0022665184600752
40,1.0457399652520019,0.7321529173926011,1.002986749611548
41,1.0037222504699093,0.23593958537940896,1.0020409983938114
42,1.01145679621653,0.5086510222134396,1.003206492376733
43,1.1913340079964776,0.3312313283736331,1.0010733239287746
44,1.1623911769479518,0.31085869804422994,1.0012971240968322
45,1.2364500368226519,0.40253968099378945,1.0028869501716584
46,1.0933488988237334,0.17569252292233925,1.0034577355466865
47,1.3445338475681117,0.6009140818922526,1.0027930938161405
48,1.1932632060110577,0.3500448047218563,1.0028869501716584
49,1.0679340440539387,0.13817041252518525,1.0034577355466865
50,1.2289020086188238,0.6717810102478552,1.0026212668948307
51,1.1579751424127476,0.31947792922247265,1.00309305297548
52,1.1087462717045928,0.1693640819773033,1.003206492376733
53,1.2466231546284579,0.6597865961349062,1.0026212668948307
54,1.1304824376648799,0.30332475542288045,1.003206492376733
55,1.1749459855100277,0.23950371522687075,1.003206492376733
56,1.3592753862788334,0.5565213229551389,1.0026212668948307
57,1.1484062683552947,0.29490206695514315,1.002986749611548
58,1.1669492172912754,0.24579442458157652,1.0033277827268001
59,1.330546879010688,0.5797626563777731,1.0025424513588646
60,1.0997729117741157,0.2683005308432379,1.0033277827268001
61,1.2281129202252137,0.30336158518839235,1.003206492376733
62,1.3696210622243603,0.545342081476917,1.0024678762087031
63,1.1407190076500404,0.29707462673926216,1.003206492376733
64,1.1705367746656739,0.2498370100284348,1.0033277827268001
65,1.293189362961272,0.5928270074455576,1.0025424513588646
66,1.1247684342894027,0.28377753750271845,1.0033277827268001
67,1.2139166030450015,0.2972187832922349,1.003206492376733
68,1.40563521265435,0.5269310497412977,1.0025424513588646
69,1.1162779469430144,0.272599659392282,1.0033277827268001
70,1.1999348590190853,0.2599433144913708,1.0034577355466865
71,1.3283710629983156,0.9115090057609107,1.005950224629394
72,1.0823217021253515,0.1667148612456652,1.0073720048288688
73,1.2165416151930184,0.6785123539387587,1.0025424513588646
74,1.0017202089525108,0.20941373763553509,1.0033277827268001
75,1.1871632462250277,0.7185197474829539,1.002704681313444
76,1.201454524509401,0.3503336952956761,1.0028869501716584
77,1.1170438718822913,0.1904806101914855,1.0035972756079499
78,1.412241025773829,0.527465378576599,1.0024678762087031
79,1.1672267046926095,0.3159911248872749,1.002986749611548
80,1.1196697266365991,0.18928518336114228,1.0037474610981054
81,1.2345404023170297,0.8084857425754102,1.0058075830132436
82,1.1787015370927139,0.32673441431145744,1.0010733239287746
83,1.1527936067728666,0.30001212805133026,1.0012540723786378
84,1.2457952623542814,0.3874082272829847,1.002986749611548
85,1.0901040164501385,0.15712404059855306,1.0034577355466865
86,1.3326047589472847,0.5750294926234323,1.0025424513588646
87,1.1402042857322756,0.29213830872942165,1.00309305297548
88,1.1367664700936224,0.20103818832904852,1.0034577355466865
89,1.292761862878037,0.5860399488442725,1.0025424513588646
90,1.13688867923295,0.2964638259963402,1.00309305297548
91,1.1608695615717508,0.23171374209207335,1.0034577355466865
92,1.30545222647221,0.5837006439884335,1.0023972186470438
93,1.0839541402164456,0.25609532056342943,1.0033277827268001
94,1.2366288771996672,0.3079365231849166,1.003206492376733
95,1.3060564473106329,0.5872581524069389,1.0023972186470438
96,1.1023354734560955,0.2634959353116038,1.0034577355466865
97,1.2302703354605748,0.3062262859598049,1.0034577355466865
98,1.2920211271074922,0.813249023491437,1.005950224629394
99,1.0124875713404593,0.17921988695048183,1.0035972756079499
100,1.300011442604498,0.5774626060070236,1.0025424513588646
101,1.2000517960589383,0.3549349768945504,1.0028869501716584
102,1.105680938564296,0.17596239665135882,1.0037474610981054
103,1.2826527128103156,0.7235452446799615,1.005950224629394
104,1.0094649935295525,0.19598206390031023,1.0040848212879685
105,1.2192574385005055,0.34318849078935676,1.0042750301461572
106,1.0242340452289842,0.6182534766723444,1.0040848212879685
107,1.0197568786996798,0.24233073139549624,1.0019431255615465
