66000	0.97476923	0.96476684	0.95958333	0.9543455
132000	0.94989474	0.89497207	0.85473684	0.839881
198000	0.93475936	0.88	0.78886076	0.7688312
264000	0.90956044	0.85497076	0.76418301	0.7541722
330000	0.87954545	0.8249697	0.73945946	0.7194444
396000	0.85426901	0.799875	0.70943662	0.6994286
462000	0.85988372	0.80496894	0.71328671	0.6987143
528000	0.86473988	0.798	0.70309859	0.6889209
594000	0.91956522	0.87428571	0.7811465	0.7610458
660000	0.9447619	0.89955556	0.80691358	0.7868354
